Date,Silex Systems Ltd.,Sensirion Holding AG,"Shanghai Belling Co., Ltd.","Suzhou Novosense Microelectronics Co., Ltd.",NVE Corp.
2020-02-01 00:00:00+00:00,-0.10144926534683552,-0.11026621558154404,-0.05101515898449671,,-0.1257261884219757
2020-03-01 00:00:00+00:00,-0.19354839329913054,0.0256410702280363,-0.10257801024051771,,-0.1721451139736756
2020-04-01 00:00:00+00:00,0.20000004768371582,-0.05138884650336373,0.0012224124976714101,,0.09110121133383875
2020-05-01 00:00:00+00:00,0.16666660043928627,0.09663247700178879,0.07997543047299605,,0.0662320306373061
2020-06-01 00:00:00+00:00,0.49999995742525294,0.21094786515997832,-0.01752400949498445,,0.04097096680454149
2020-07-01 00:00:00+00:00,-0.148387036735382,-0.025358274528672453,0.04876473007216475,,-0.1227559213842847
2020-08-01 00:00:00+00:00,-0.12878793146874956,0.10859726593229424,-0.0231917199931726,,0.00287641087658419
2020-09-01 00:00:00+00:00,-0.01739128812274282,-0.014285729855907259,-0.10570938572324895,,-0.08141516532013404
2020-10-01 00:00:00+00:00,-0.026548647359614486,0.0455486707596342,-0.0202275117791193,,-0.060105854657193536
2020-11-01 00:00:00+00:00,0.10000001083720789,0.08316833193939521,-0.031612909531926525,,0.1334929143800152
2020-12-01 00:00:00+00:00,0.47107431014275947,0.04753196412901439,-0.0659560616266397,,0.0974800307755821
2021-01-01 00:00:00+00:00,0.2696629363980927,0.020942421970632674,-0.005706225686667676,,0.1372373605345829
2021-02-01 00:00:00+00:00,0.06194694933404743,-0.01880339272001874,0.04447646289695961,,0.11982898962113064
2021-03-01 00:00:00+00:00,-0.012500086923436848,0.10104528018950676,0.032280187713081165,,-0.0052503618766077675
2021-04-01 00:00:00+00:00,-0.08860751471253958,-0.01582278461911668,0.14770458794407126,,0.09172592482015762
2021-05-01 00:00:00+00:00,-0.10185186105009914,0.016077170220805348,0.046376757372821764,,-0.08715527360379505
2021-06-01 00:00:00+00:00,-0.07216500039941254,0.17405057045115013,0.4612620819482416,,0.07483732968499224
2021-07-01 00:00:00+00:00,0.07777783811828387,0.1927224210229106,0.1575242305378488,,0.01377438623433247
2021-08-01 00:00:00+00:00,0.2886597558053079,0.21094786515997832,-0.07191801099955442,,-0.052670050877670294
2021-09-01 00:00:00+00:00,0.039999961853027344,-0.01388887601134181,0.10024603425724732,,-0.08887626890506783
2021-10-01 00:00:00+00:00,0.01538469297646361,0.16021131005369527,-0.15120173681703308,,0.06252940285412345
2021-11-01 00:00:00+00:00,-0.003787875024959475,-0.053110772670097006,-0.07902544269510936,,0.004272754088168851
2021-12-01 00:00:00+00:00,0.011406832731696515,0.0689101813656201,-0.08258850000007001,,0.015311552305810494
2022-01-01 00:00:00+00:00,-0.19354839329913054,-0.15592201179936815,-0.18706142359917388,,-0.09414355627081672
2022-02-01 00:00:00+00:00,0.07511729521859967,-0.07282413018972467,0.092521540630077,,-0.0600489391209853
2022-03-01 00:00:00+00:00,0.06113541800712041,0.09770111876592069,-0.14392289080136167,,-0.04772722174706612
2022-04-01 00:00:00+00:00,0.13991765630814834,0.027923251485551637,-0.18706142359917388,,-0.14852221873403382
2022-05-01 00:00:00+00:00,0.010830314655719375,-0.1868932189405641,0.12952382491033498,,0.06640789467596342
2022-06-01 00:00:00+00:00,0.49999995742525294,0.03308437784931839,0.4069701234996863,0.24253233400047147,-0.036947120327749605
2022-07-01 00:00:00+00:00,0.49999995742525294,0.1363636005381561,-0.13429074522087137,0.10510957782630559,0.17803520311993903
2022-08-01 00:00:00+00:00,0.250764579952395,-0.17363634976473719,-0.08383776867889192,-0.21415243626502056,-0.05934395653730984
2022-09-01 00:00:00+00:00,-0.19354839329913054,-0.10781081284105132,-0.13167265821569207,-0.08334604344840979,-0.0802444259576125
2022-10-01 00:00:00+00:00,-0.006711402952518042,0.12453759141985676,0.06440277546897466,-0.006710511248306461,0.1851211828661059
2022-11-01 00:00:00+00:00,-0.03716220678945226,0.12061403912373714,0.052805300244003206,0.10702346607613955,0.04335860647915579
2022-12-01 00:00:00+00:00,0.12280707184664652,-0.04109586177746383,-0.08934174980613652,-0.04048336187543444,0.01632396464486674
2023-01-01 00:00:00+00:00,0.44687501420266895,0.1081632497359295,0.09523819061034744,0.05062964046335128,0.1254056063458402
2023-02-01 00:00:00+00:00,-0.14254861112684547,0.05893187491530205,-0.0020954401572321757,-0.09092536647564642,0.057468300375817405
2023-03-01 00:00:00+00:00,-0.017632224871117375,-0.13043478260869568,0.11286096667172973,-0.04143870016755635,0.09226114959833343
2023-04-01 00:00:00+00:00,-0.14102568648348868,-0.03400001525878904,-0.11179237938657682,-0.01967185444677877,-0.09133618348658157
2023-05-01 00:00:00+00:00,0.17014930981733722,-0.042443049056770654,-0.019118433455389217,-0.08760571929227567,0.1851211828661059
2023-06-01 00:00:00+00:00,0.005102035851341613,0.05945945945945952,-0.011911263303936548,-0.1439818393377864,0.10276070484293642
2023-07-01 00:00:00+00:00,-0.08375638510965866,-0.1868932189405641,-0.019961630804515074,-0.08896884998616428,-0.1721451139736756
2023-08-01 00:00:00+00:00,-0.11357336823446806,0.018348543125675798,-0.10294117168679306,-0.10853897833797643,0.13053731161449633
2023-09-01 00:00:00+00:00,0.09374998370185517,-0.055340998600393876,-0.020176525789362687,-0.0761156403187001,-0.0713397896471114
2023-10-01 00:00:00+00:00,-0.08285713195800781,-0.07356950154796671,0.013513510179328003,0.2072709290859891,-0.1721451139736756
2023-11-01 00:00:00+00:00,0.009345785368615855,0.17647058823529416,-0.0038095315764188342,0.09012959759280004,0.06989652548933112
2023-12-01 00:00:00+00:00,0.34259255920636056,0.04250001907348633,-0.09369022648847714,0.0668841150629198,0.09432100922012965
2024-01-01 00:00:00+00:00,0.1816091906143975,-0.1366906632770445,-0.1511955017143597,-0.21415243626502056,0.01989043047072525
2024-02-01 00:00:00+00:00,-0.02723732881754304,-0.0722221798366971,0.07539349183712019,0.12502424423298053,0.05817505963324621
2024-03-01 00:00:00+00:00,0.026000022888183594,-0.0014970972896234391,-0.04391369343559881,-0.13440810953545412,0.07883727492212023
2024-04-01 00:00:00+00:00,-0.005847993984229971,-0.08995496941264636,0.017727675286671296,-0.040737090688498845,-0.0973607801510813
2024-05-01 00:00:00+00:00,0.18431374015646806,0.21094786515997832,0.31828966742437004,-0.057626368633087455,-0.047542945738909714
2024-06-01 00:00:00+00:00,-0.11754967593230747,0.0371845326545166,0.0018018343730907826,0.1324371568989655,-0.024031336296616135
2024-07-01 00:00:00+00:00,-0.12007502357346955,0.05505765858859335,0.4612620819482416,0.015956406004344004,0.1851211828661059
2024-08-01 00:00:00+00:00,-0.1705756807155363,-0.1868932189405641,-0.14886600455057986,-0.09988508416080089,-0.05099981646706553
2024-09-01 00:00:00+00:00,0.10539847680564218,0.08955223880597019,0.23207369463051775,0.24253233400047147,-0.04632828964920066
2024-10-01 00:00:00+00:00,0.22093017840140683,-0.136986301369863,0.4612620819482416,0.0589225574089447,-0.05634155242124783
2024-11-01 00:00:00+00:00,0.06857145400274378,-0.10476188054160462,-0.18706142359917388,-0.05556443023525337,0.025341542911801795
2024-12-01 00:00:00+00:00,0.0819964397859656,0.04432623993552354,0.03353254639710923,0.08778729188531909,0.01701910717915811
